Census year,Block ID,CLUE_small_area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total_establishments_in_block
2008,659,South Yarra/Melbourne Remainder,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2008,660,South Yarra/Melbourne Remainder,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9
2008,661,East Melbourne,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,662,East Melbourne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,663,South Yarra/Melbourne Remainder,0,0,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6
2008,710,South Yarra/Melbourne Remainder,2,0,0,0,0,0,1,0,2,6,2,0,0,0,0,0,0,1,0,0,14
2008,720,South Yarra/Melbourne Remainder,0,4,0,2,15,3,1,0,12,3,3,1,3,5,0,2,0,4,0,3,61
2008,724,South Yarra/Melbourne Remainder,0,4,0,2,6,0,0,0,4,12,7,1,0,2,2,0,0,3,1,1,45
2008,728,Southbank,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2008,729,Southbank,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,3,1,0,0,9
2008,730,Southbank,1,0,0,0,2,0,0,0,0,1,0,0,1,3,0,0,1,2,1,1,13
2008,731,Southbank,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2008,732,Southbank,1,0,0,0,3,2,0,2,0,1,0,0,2,2,0,0,1,2,0,3,19
2008,733,Southbank,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,8
2008,734,Southbank,0,0,0,0,4,0,0,1,2,0,0,1,2,3,1,1,1,6,2,0,24
2008,735,Southbank,0,2,0,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,7
2008,736,Southbank,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4
2008,737,Southbank,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4
2008,738,Southbank,0,0,0,1,1,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,8
2008,739,Southbank,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,740,Southbank,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3
2008,741,Southbank,0,2,0,12,4,0,1,1,0,4,1,2,0,2,0,0,1,2,0,0,32
2008,742,Southbank,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,5
2008,743,Southbank,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,744,Southbank,0,1,0,0,10,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,17
2008,745,Southbank,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2008,746,Southbank,0,2,2,2,15,0,1,1,2,2,2,6,5,0,1,1,0,1,0,0,43
2008,747,Southbank,0,0,0,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9
2008,748,Southbank,1,1,0,0,13,0,0,2,2,2,0,2,0,5,0,3,1,2,1,3,38
2008,749,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2008,750,Southbank,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3
2008,751,Southbank,0,0,0,5,0,0,2,0,0,1,4,0,0,3,1,0,0,0,0,0,16
2008,752,Southbank,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8
2008,753,Southbank,2,4,2,1,12,0,0,1,3,33,5,4,2,9,3,1,0,30,5,1,118
2008,759,South Yarra/Melbourne Remainder,0,1,0,1,17,2,0,0,9,3,0,5,1,3,2,2,1,1,0,2,50
2008,760,South Yarra/Melbourne Remainder,0,14,2,2,48,4,1,0,20,3,47,5,5,9,3,3,0,3,4,2,175
2008,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,772,Docklands,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,8
2008,773,Docklands,0,2,1,3,4,1,0,0,0,6,0,0,0,2,0,2,0,5,5,0,31
2008,774,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,3
2008,775,Port Melbourne,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6
2008,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2008,777,Port Melbourne,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
2008,778,Port Melbourne,0,1,1,0,5,2,0,0,0,0,0,2,4,1,0,0,1,2,1,12,32
2008,779,Port Melbourne,0,0,0,0,0,2,0,2,0,0,0,0,5,0,0,0,0,1,2,0,12
2008,780,Port Melbourne,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
2008,781,Port Melbourne,0,4,0,2,14,6,2,0,3,2,1,2,16,4,0,2,0,5,2,17,82
2008,782,Port Melbourne,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,1,2,10
2008,783,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,9
2008,784,Port Melbourne,0,1,1,0,22,3,0,0,4,1,0,8,6,0,2,0,0,2,6,8,64
2008,785,Port Melbourne,0,1,0,0,1,4,0,0,1,2,0,1,2,0,0,0,0,1,5,0,18
2008,786,Port Melbourne,0,0,1,3,3,2,0,0,1,1,0,1,5,1,1,0,0,3,1,4,27
2008,787,Port Melbourne,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2008,788,Port Melbourne,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2008,789,Port Melbourne,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2008,790,Port Melbourne,0,3,0,1,3,4,1,2,0,0,0,2,9,0,0,0,1,2,3,9,40
2008,791,Port Melbourne,0,2,0,0,2,6,1,0,0,0,0,1,7,0,0,0,0,0,3,2,24
2008,792,Port Melbourne,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,793,Port Melbourne,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2008,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
2008,801,Southbank,1,4,3,2,15,3,0,0,6,7,0,6,1,3,2,1,0,5,1,0,60
2008,802,Southbank,0,3,1,1,9,5,3,2,8,14,1,0,2,4,0,1,0,8,1,1,64
2008,803,Southbank,1,1,0,4,0,0,0,0,0,36,0,1,0,1,0,0,0,25,0,0,69
2008,804,Southbank,0,1,0,2,1,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,11
2008,806,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2008,807,Southbank,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,808,Southbank,0,1,0,1,7,0,0,2,1,4,0,1,0,0,0,1,0,6,3,2,29
2008,809,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,810,Southbank,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,0,8
2008,811,Southbank,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,6
2008,812,Southbank,2,2,1,2,15,2,2,0,0,5,2,4,2,4,0,4,0,2,0,2,51
2008,813,Southbank,0,0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,6
2008,814,Southbank,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
2008,815,Southbank,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,4,0,0,10
2008,849,South Yarra/Melbourne Remainder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,850,South Yarra/Melbourne Remainder,0,0,0,11,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,14
2008,851,South Yarra/Melbourne Remainder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,852,South Yarra/Melbourne Remainder,0,0,0,11,0,0,0,1,0,3,0,0,0,4,0,0,0,2,0,0,21
2008,853,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,854,South Yarra/Melbourne Remainder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,855,South Yarra/Melbourne Remainder,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,856,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,857,South Yarra/Melbourne Remainder,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2008,858,South Yarra/Melbourne Remainder,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3
2008,859,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2008,860,South Yarra/Melbourne Remainder,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2008,861,South Yarra/Melbourne Remainder,2,0,0,0,0,0,3,1,0,5,0,0,0,1,0,0,0,9,0,0,21
2008,862,South Yarra/Melbourne Remainder,2,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,8
2008,863,South Yarra/Melbourne Remainder,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,864,South Yarra/Melbourne Remainder,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4
2008,865,South Yarra/Melbourne Remainder,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,866,South Yarra/Melbourne Remainder,0,1,0,2,0,0,2,2,0,1,2,0,0,1,0,0,0,0,0,0,11
2008,867,South Yarra/Melbourne Remainder,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2008,868,South Yarra/Melbourne Remainder,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2008,869,South Yarra/Melbourne Remainder,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,870,South Yarra/Melbourne Remainder,0,0,0,0,4,0,0,0,0,2,3,0,0,2,0,0,0,4,0,0,15
2008,871,South Yarra/Melbourne Remainder,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2008,901,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,902,Parkville,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5
2008,903,Parkville,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2008,904,Parkville,1,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,7
2008,905,Parkville,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2008,906,Parkville,1,1,1,0,10,1,3,0,6,2,2,2,2,4,1,0,0,0,1,0,37
2008,907,Parkville,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,908,Parkville,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
2008,909,Parkville,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4
2008,910,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2008,911,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,913,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
2008,914,Parkville,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
2008,915,Parkville,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,4
2008,916,Parkville,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2008,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,918,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,919,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,920,Parkville,0,0,0,0,2,0,0,0,1,4,48,0,0,3,0,0,0,6,2,0,66
2008,921,Parkville,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2008,922,Parkville,0,0,0,1,0,0,0,1,0,0,4,0,0,5,0,0,0,0,0,0,11
2008,923,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2008,924,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,925,Parkville,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2008,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,927,Parkville,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2008,928,Parkville,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2008,929,Parkville,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
2008,930,Parkville,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3
2008,931,Parkville,0,0,0,14,0,0,0,4,0,2,0,0,0,1,0,0,0,2,1,0,24
2008,932,Parkville,0,0,0,0,0,0,0,0,0,2,10,0,0,2,0,0,0,3,0,0,17
2008,1001,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10
2008,1002,West Melbourne (Industrial),0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5
2008,1004,West Melbourne (Industrial),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0,9
2008,1005,West Melbourne (Industrial),0,0,0,1,0,0,0,2,0,1,0,0,1,1,0,0,0,1,4,1,12
2008,1006,West Melbourne (Industrial),0,2,0,1,2,0,0,2,1,4,0,2,0,1,2,0,8,0,10,204,239
2008,1007,West Melbourne (Industrial),0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,16,1,22
2008,1009,West Melbourne (Industrial),0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,8,1,14
2008,1012,North Melbourne,0,2,0,0,1,4,0,3,0,0,0,1,8,1,0,0,1,1,6,2,30
2008,1013,West Melbourne (Industrial),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4
2008,1014,West Melbourne (Industrial),0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,8,13
2008,1015,West Melbourne (Industrial),0,0,0,1,0,2,0,1,0,0,0,0,2,2,0,0,0,4,2,17,31
2008,1016,Kensington,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,1101,Docklands,1,3,0,2,0,0,0,2,0,29,2,0,2,3,2,2,0,127,9,0,184
2008,1102,Docklands,0,1,0,0,1,0,1,0,0,2,0,1,0,1,1,0,0,0,2,1,11
2008,1103,Docklands,1,2,0,7,2,3,1,0,1,22,1,4,1,2,0,4,1,4,0,0,56
2008,1104,Docklands,0,2,0,2,16,1,1,0,1,4,0,0,0,3,0,6,0,4,0,3,43
2008,1105,Docklands,0,0,0,0,1,1,0,0,2,4,0,0,1,2,1,2,0,1,0,1,16
2008,1106,Docklands,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,1107,Docklands,0,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6
2008,1108,Docklands,0,1,0,5,0,4,2,2,3,7,2,2,1,4,0,0,0,5,7,0,45
2008,1109,Docklands,1,6,0,1,20,4,0,0,8,35,3,4,4,11,1,11,2,7,6,3,127
2008,1110,Docklands,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,6
2008,1111,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
2008,1112,Docklands,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,4
2008,2381,North Melbourne,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3
2008,2382,North Melbourne,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3
2008,2383,North Melbourne,0,0,0,0,0,2,0,1,0,0,0,1,2,1,1,0,0,1,1,2,12
2008,2384,North Melbourne,0,2,0,0,2,1,0,0,1,0,2,0,1,1,0,0,0,3,1,3,17
2008,2385,North Melbourne,0,0,0,1,2,1,1,1,1,0,1,1,1,1,0,0,1,0,2,4,18
2008,2386,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2387,North Melbourne,0,1,0,1,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,7,15
2008,2388,North Melbourne,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,6
2008,2389,North Melbourne,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4
2008,2390,North Melbourne,0,2,0,0,4,0,0,1,0,0,0,0,7,1,0,0,2,3,5,7,32
2008,2391,North Melbourne,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,2392,North Melbourne,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,5,1,0,10
2008,2501,Kensington,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,2502,Kensington,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,2503,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,2504,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2505,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2506,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,2507,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2508,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2509,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2510,Kensington,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2008,2511,Kensington,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,2512,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,2513,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2515,Kensington,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6
2008,2516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2008,2519,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2520,Kensington,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
2008,2521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2008,2522,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2523,Kensington,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,7
2008,2524,Kensington,0,2,0,0,0,0,0,0,0,8,2,0,2,6,0,2,0,15,1,0,38
2008,2525,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2008,2526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2008,2527,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2008,2528,Kensington,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2008,2529,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2530,Kensington,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3
2008,2531,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2008,2532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2008,2533,Kensington,0,1,0,0,1,2,0,0,0,0,0,0,1,3,1,0,0,1,2,0,12
2008,2534,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2535,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2537,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2538,Kensington,0,0,0,0,1,3,1,0,0,0,0,0,2,4,0,0,0,1,0,1,13
2008,2539,Kensington,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
2008,2540,Kensington,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2008,2541,Kensington,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
2008,2542,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,2544,Kensington,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,5
2008,2545,Kensington,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,6
2008,2546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,4
2008,2547,Kensington,0,0,0,1,3,1,0,0,0,0,1,0,1,1,1,0,0,0,3,1,13
2006,0,City of Melbourne total,211,705,70,464,2333,175,362,177,859,1802,831,406,549,1215,274,222,71,2223,380,611,13940
2006,1,Melbourne (CBD),0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
2006,2,Melbourne (CBD),0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,4,Melbourne (CBD),0,0,0,3,0,0,1,0,0,7,0,0,0,3,0,0,0,8,3,1,26
2006,5,Melbourne (CBD),0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,9
2006,6,Melbourne (CBD),0,1,0,5,2,1,0,0,0,14,0,1,0,1,2,1,2,3,1,0,34
2006,11,Melbourne (CBD),3,1,1,0,9,1,0,0,2,4,2,1,1,8,0,2,0,5,1,1,42
2006,12,Melbourne (CBD),3,5,0,3,4,2,0,4,9,17,0,4,0,8,1,1,0,4,2,0,67
2006,13,Melbourne (CBD),0,4,5,2,22,0,2,2,15,7,0,4,0,11,2,2,0,7,1,1,87
2006,14,Melbourne (CBD),3,14,3,2,40,1,7,0,12,23,10,10,1,14,3,6,0,16,1,0,166
2006,15,Melbourne (CBD),4,8,1,19,33,0,12,0,4,32,9,5,35,59,1,0,0,52,0,5,279
2006,16,Melbourne (CBD),2,5,1,5,14,2,2,0,1,7,2,1,1,12,0,1,0,9,0,1,66
2006,17,Melbourne (CBD),1,3,1,3,25,1,5,0,3,24,0,1,2,12,1,2,0,9,0,3,96
2006,18,Melbourne (CBD),3,3,0,0,17,1,0,0,6,6,0,1,1,4,3,1,0,2,3,1,52
2006,21,Melbourne (CBD),3,0,0,0,3,1,0,0,2,3,0,2,0,2,3,0,0,0,2,0,21
2006,22,Melbourne (CBD),1,16,1,3,41,4,1,4,37,8,0,6,4,10,1,5,1,7,3,2,155
2006,23,Melbourne (CBD),1,7,2,1,27,2,0,0,14,9,3,4,1,12,0,1,0,5,4,1,94
2006,24,Melbourne (CBD),0,18,2,1,30,0,6,1,48,15,2,3,1,6,2,7,0,10,3,2,157
2006,25,Melbourne (CBD),3,16,0,3,26,0,17,0,10,31,12,3,13,10,1,2,0,50,1,28,226
2006,26,Melbourne (CBD),2,2,1,4,17,0,1,2,4,9,11,2,1,8,1,0,0,19,0,0,84
2006,27,Melbourne (CBD),2,8,0,0,28,5,1,2,40,8,8,3,3,11,1,0,0,30,0,2,152
2006,28,Melbourne (CBD),2,8,1,1,23,1,3,0,17,15,32,4,4,13,18,5,0,33,2,1,183
2006,31,Melbourne (CBD),1,4,0,1,5,0,0,0,8,23,3,3,1,10,0,1,0,7,2,3,72
2006,32,Melbourne (CBD),1,30,5,0,65,1,3,2,35,13,5,8,2,11,3,5,0,8,7,1,205
2006,33,Melbourne (CBD),3,39,1,1,102,2,6,1,50,29,14,4,2,11,3,8,0,15,5,3,299
2006,34,Melbourne (CBD),0,35,4,0,86,2,7,2,66,15,8,7,6,6,3,7,0,26,3,2,285
2006,35,Melbourne (CBD),2,27,1,4,40,4,8,2,12,36,29,5,106,35,2,3,0,147,2,33,498
2006,36,Melbourne (CBD),3,6,0,1,5,0,2,0,1,5,4,1,0,12,2,0,0,25,1,0,68
2006,37,Melbourne (CBD),4,6,1,0,26,2,0,0,30,7,13,4,7,8,7,7,1,14,3,1,141
2006,38,Melbourne (CBD),1,10,0,0,33,3,5,1,21,17,76,4,10,11,1,2,0,10,2,2,209
2006,41,Melbourne (CBD),2,4,0,1,14,0,1,0,2,7,1,1,0,4,3,0,0,1,2,0,43
2006,42,Melbourne (CBD),0,29,7,1,100,1,9,1,33,25,7,5,1,9,6,3,0,7,8,4,256
2006,43,Melbourne (CBD),2,17,5,0,69,8,2,0,22,14,0,4,0,7,2,3,0,3,2,5,165
2006,44,Melbourne (CBD),2,21,0,1,50,2,2,2,20,23,18,5,11,15,2,9,0,34,2,4,223
2006,45,Melbourne (CBD),1,7,0,2,5,0,3,0,3,28,1,5,6,13,0,3,0,87,0,1,165
2006,46,Melbourne (CBD),1,4,1,2,7,0,3,1,3,21,0,4,0,8,3,2,0,45,0,1,106
2006,47,Melbourne (CBD),2,1,0,0,5,0,1,0,1,10,4,0,1,5,3,1,0,20,1,0,55
